ID;title;type;message;Class;Category
96315;This Gum Cures Islamophobia;video;You should make a video about Christianophobia. I'm sick of these racists being totally racist towards the race of Christianity. Dislike fundamentalist Christian homophobia? Shut up you racist piece of shit!;Hateful;Behavior
107155;Ex-gang members see themselves without tattoos for the first time in decades.;post;I heard that gang tattoo removals were free?! A guy with tattoos on his face told me that... I really admire people with custom art on their body but I really hate bitches with Hello Kitty on their face.;Hateful;Behavior
117046;Mukhtar was gang raped and paraded naked in her village 14 years ago. Now she's on the catwalk, standing for women's rights.;post;village ppl are backwards. her perpetrators may they rot in hell. i can't stand men who have little or no respect for women;Hateful;Behavior
123907;Would you ice-skate over 5,000 dead fish?;post;yay more western double standards what ever if your so environmentally conscious and don't like bad images then stop being so wasteful look into making your life more green invest in being pro earth look up the food you eat or shut the hell up im sick of this super sensitive do nothing mentality;Hateful;Behavior
132613;What It's Like To Live With Anxiety;video;I have social anxiety. To me social anxiety is probally THE hardest anxiety disorder out there. Because I am semi anonymous I don't fear speaking on this platform but I don't have friends because I can't speak, can't use a phone at all and I can't stand fake people, I can read body language way too well because all I do in social situations is watch and listen. I can't speak. In social situations I can't speak at all as if I have no voice, as if all I am is nothing, fearing that every single word I speak will be highly scrutinized and will be harshly judged based on anything I say or do. Even walking is hard in social situations because I fear being judged on my movements, like if someone sees my arm out of place I panic. My life has been destroyed by social anxiety. The only reason I suffer from social anxiety is due to a life time of torment, abuse and severe bullying and nothing ever being done to stop any of it because no one cared enough to end the torment and bullying. So I started getting quieter and quieter and more anxious everytime someone bullied or abused me. Here I am now. A pathetic broken shell of a person I used to be before the torment and abuse got a hold of me.;Hateful;Behavior
135808;GOP And Refugees Respond To Brussels Attacks;video;"I am sick of all you bigots. These Syrian refugees are innocent people who needed help! Not every Muslim neighborhood is ""radicalization"" waiting to happen. In fact, ISIS is killing other Muslims!";Hateful;Behavior
140450;Mob Killing Of Farkhunda Remembered In Afghanistan;video;"ooh my god !! it made me cry  !  i really hate men they are thinking if you will do this god will bless you guys !! 
ShAME ON THE AFGHAN MEN ! if  somebody  did something wrong god will punish  ! I am from afghanistan today i am 14 years old girl ,   live in America ! i am proud of my father he used of all his money just to bring us to America so we can be able to go school .    one day i hope i will teach to this killer men that what is the power of girl  , without any evidence you even can't talk to her like this . ooh my god ! i can't stop my tears .";Hateful;Behavior
155569;He's a journalist in the “liberal media” – and his mom just voted for Donald J. Trump.;post;"I do not support Trump nor Clintons. If i have too choose between both, I would avoid to choose Clintons beacuse I am sick of tried of people who are warmongers. Enough of warmongering on middle east. Clinton will never end the war.

This don't mean i support Grab her by the Pussy canidate. We are just risking on a rotten potatoe than Hillary.";Hateful;Behavior
165505;"“You are the true heroes.”

Soccer star Cristiano Ronaldo has a message for Syrian children.";post;"I mean just saying. They're probably never gonna see this video so I mean it's a nice gesture but it seems like nothing more than a first world gesture that will only be acknowledged by other people in first world countries. These kids won't see this but it makes Ronaldo look like a humanitarian. I can't stand people who do things like that. ""Look at how amazing and gracious I am!"" Only people who will notice are the people who aren't in this situation. These kids are busy dodging bombs bullets and gas, not checking their facebooks.";Hateful;Behavior
172816;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;These people are idiots !!!!!  They are worthless to think that causing pain to an animal or mammal while killing them will be either medical beneficial to them or taste better.  I cannot stand them. I wish a plague will wipe them all out.  When I say this , I mean all of the stupid idiots.. I do know that a lot of other Asian do not do this , just the stupid small minded idiots !!!!  Ugh.. they are sub zero to me;Hateful;Behavior
172817;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;"These ""people"" are filthy human trash. They probably think that they are making the fish more tender by sawing on the stressed out animal while it's still alive. SHAMEFUL, China. I was born into a family and was taught to respect everybody in the world, but thanks to technology, I have learned that I cannot respect those who are okay with torture. Filthy Chinese morons. Sickening. Shame on these heartless pieces of garbage.";Hateful;Behavior
172824;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;I will cut them;Hateful;Behavior
172828;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;You cruel heartless little buttholes that don't care about a whale should go suck some eggs;Hateful;Behavior
172851;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;someone should cut up their asses the same way when they are aluve;Hateful;Behavior
172859;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;If I was there I would grab that saw and saw there brain out and give them a better one;Hateful;Behavior
172862;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;slice em all alive haha;Hateful;Behavior
172866;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;WTF YOU SIIK CHINESE BASTARRRRRDZ;Hateful;Behavior
172897;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;THOSE HEARTLESS PIECES OF SHIT!!! HOW WOULD THEY LIKE IT IF THEY WERE SAWED ALIVE, POOR THING, ITS SO SAD LOOKING AT THE SHARKS FACE WHEN THOSE SHITS ARE CUTTING HIM OPEN!!!;Hateful;Behavior
172902;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;You guys probably dont belive me but i would cut these mens bodys apart if i had the chance...definetly;Hateful;Behavior
172903;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;At least start from the head;Hateful;Behavior
220657;Why Are We Still Talking About Racism?;video;It's really rich for Marisa to talk about black stereotypes in TV shows, when all the shitty shows made by black people rely heavily on these stereotypes, which, I agree, aren't funny -- but their black producers seem to thing they are. I watch good TV shows none of which have these stereotypes. And where are the white people in this video? Oh, I forgot, black people cannot be racist. What a freakin' joke. I can't stand these professional victims.;Hateful;Behavior
222490;Donald Trump: 'I Love The Muslims';video;I can't stand all these people trying to catch trump say something bad or twist the situation to look like he's done or said something terrible. If you don't like Trump then vote for someone else or attack him fairly by criticizing his plans or policies. Stop making shit up.;Hateful;Behavior
229842;"He lives in Finland and risks his life to bring joy to Syrian kids. 

Meet the toy smuggler of Aleppo.";post;"This is wonderful what he is doing and also so depressing what these kids have to go through. I think I am able to feel more for these kids because I've been to that part of the world. I fucking HATE that our world allows this to happen. 
Sometimes I feel like I'm losing faith in humanity. My heart goes out to Aleppo
#fuckThisWarSaveTheKids";Hateful;Behavior
233176;This unarmed man was beaten by 5 police officers and a dog after a dangerous car chase.;post;Thousands of Rodney King beatings and the Government/people do nothing. Just videos circulating the internet and no justice for these people. I am so sick of this. uhhh;Hateful;Behavior
238138;43 lives lost. Families remember their loved ones as Turkey mourns.;post;I am sick off this evil people they find satisfaction by harming people all over the world it's heart breaking we had enough Rip.;Hateful;Behavior
250798;A woman in line at JCPenney went on a racist rant aimed at two Hispanic women.;post;We are all immigrants to this land... unless you're Native American. This is not the land of the white man but rather a melting pot that was build on diversity...so this hypocrisy she speaks is garbage. I can't stand when ignorant people like this lady who happens to be white and live in America think that this is her country. Educate yourself before making such statements. You too are an immigrant and a uneducated fool!;Hateful;Behavior
261785;German Army Has A Unique Response To The Refugee Crisis;video;"That (kind of) made me proud to live here. Not to ""be"" German, but to have the privilege to live here.
A refugee is - per definition - someone that leaves some time later, if possible at all. Who wouldnt want that for himself if in such a situation? And what kind of a person would refuse that to...everybody? 
I just hate this thoughtless racist rant in those comments. 
Racism wont solve any problems mankind has...compassion and ratio do.";Hateful;Behavior
279209;This woman has been yelling racist slurs at train passengers ever since Trump won.;post;I'm full on white and would have stood by the women filming and told this racist women off cuz that's not right I can't stand racist people . She needs to get that test done where they find out you background by DNA  racist troll.;Hateful;Behavior
295132;Mexican Coca-Cola Ad Sends White Kids To Save Indigenous Community;video;People who get offended by every little thing don't deserve to live. I'm so sick of this shit I want to puke.You want to be offended? I'll fucking offend your sorry ass;Hateful;Behavior
313605;Our WTF of the day: A woman was denied her Airbnb reservation because she's Asian.;post;"Now thanks to Trump all the rasicst scum is coming out 😠 this is disgusting! #Airbnbisdisgusting

You rasicst scumbags if you want a world for your own then go spread your hate on Mars or the moon. Earth is for everybody! 😷 i can't discribe just how much I can't stand rasicst!";Hateful;Behavior
314570;A Trump fortune-telling machine trolls New York with predictions of a Donald J. Trump Presidency.;post;This is so disgusting...im sick of all the bullshit. What has become of our country and people. Weve lost so many jobs to other countries ...i can see why ...people are f-ing stupid doing things like this. There is no dignity or respect left...so sad!;Hateful;Behavior
322912;"How far will North Dakota go to build a pipeline?

Police violently removed people from land sacred to the Sioux.";post;"They need to stop this and stop taking what Don't Belong to you. Let the people Live In Peace 😡 we should all be able to live a peaceful life. I'm so sick of this behavior this is what they're teaching there kid's its a real shame. We will never live in peace😡😡
My God help us all and give them peace.";Hateful;Behavior
11497;Volunteers have been cleaning this beach for 9 months, making it the biggest beach clean-up event in history.;post;the world is over populated with selfish dirty people. We are destined to kill this planet with our greed and un sustainable practices. Im so glad I never had children and grand children who will endure this waste land we are producing.;Hateful;Behavior
13364;An autistic 6-year-old boy was accidentally shot and killed by police.;post;Obviously guns need to be taken!!! People are so stupid!!! Animals kill their prey with their teeth , we are the weakest link in the food chain. We are the stupidest life form on this earth!!! Humans are the problem in this world, the day we realize that will be the day we can have change;Hateful;Behavior
17499;Wolf Hunting In Siberia: The Hunt (Part 2);video;I hate you guys;Hateful;Behavior
17608;Wolf Hunting In Siberia: The Hunt (Part 2);video;Why hunt wolves? You are stupid. I am totally not going to subscribe. I Hate hunters who hunt and succeed killing wolves. That means i hate you.;Hateful;Behavior
33565;Love giraffes? Bad news - they're now in danger of going extinct.;post;I agree with most of these comments. The only chance that the planet has of surviving is if some apocalyptic event wipes out the majority of people, and some sort of arc is created beforehand which contains the DNA of every plant and animal in existence, and scientists with the right knowledge of reproducing them are left alive to rebuild the world after said event. I saw it in a vivid dream a while back so I won't be surprised if it happens. We should prepare for it just in case. It is unrealistic to think that people can keep reproducing at such high rates, with the pollution and deforestation that they cause and pipelines being built and natural resources being used up instead of seeking alternatives, plus global warming, and greed and corruption and selfish pursuits being the most important things in life. Instead of caring for the planet and animals and being at peace with one another we just fight and destroy everything for money or pride. Something has to give eventually, and we should prepare for it if we haven't already. Who knows, maybe there are people out there in bunkers who are almost ready to set forth the apocalypse to save the planet. If not, there should be. We can't rely on colonizing another planet, we already have one that is inhabitable, we're just destroying it. So people should really prepare a backup plan that's more realistic and achievable than going to Mars or another planet. It's just common sense.;Hateful;Behavior
33591;Love giraffes? Bad news - they're now in danger of going extinct.;post;This human species and earth is doomed greed has taken over money is the motive but we can't eat money every animal serves a purpose on our earth and ecosystem I hate ignorant human beings a lot of animals are becoming extinct it's so sad;Hateful;Behavior
33628;Love giraffes? Bad news - they're now in danger of going extinct.;post;Morgan McWilliams Lauren McGhee this is why I hate humans, I'd rather giraffes tbh;Hateful;Behavior
37293;This veteran is calling out the militarized police's response to #NoDAPL activists.;post;What kind of a country are we turning into? It is really disturbing to see what is happening to these people in North Dakota. Greed and money seem to be the order of the day. How can we call ourselves a Christian country when we have sold our souls to the devil?;Hateful;Behavior
56052;"In 2007, 13 rhinos were killed for their horns. 
In 2015, 1,175 were killed. 

A new way to battle the poaching problem:";post;SO SORRY Mother Nature for all the animals including those raised  killed without mercy for food , Greedy humans caused this. Punish them as you see fit. :(;Hateful;Behavior
59677;;post;The more comments I read the more I hate humanity. God will give you your deserved punishment because you stop the adhan. This is important for muslims. If we have made a mistake, then only that we have trusted the humanity. The country belongs anyway to the Palestinians.;Hateful;Behavior
106379;Skin bleaching is a global phenomenon. But in Ghana, there's a new generation of women who are fighting back against the social pressure to lighten.;post;I hate this so much.  What have we done in the world that makes such a large group of people reject this part of themselves?  That there's so many people who value something so greatly outside of what they are, and that there's such a big industry capitalizing off of people not feeling good enough as they are.  I hate that we've made people feel this way.;Hateful;Behavior
112612;This student's bus driver poured water on him and scolded him for speaking Spanish.;post;I hate this stupid video. It highlights all of the bad things that happened, and it doesn't bother mentioning how disrespectful the students on the bus were being. This lady's life is being ruined because she made ONE mistake. Proves how screwed up this society is.;Hateful;Behavior
124066;Children cry, civilians scream, missiles explode - just another 24 hours in Aleppo.;post;I hate this world.. How it's posible that all world know this and they are in silence!? It's not human.. we are all the same blod, flash and bones.. Holocaust of 21.century and they do nothing!!!!! :(;Hateful;Behavior
135858;Graphic Video Shows Young Boy Being Pulled From Airstrike Rubble;video;I hate this world.;Hateful;Behavior
139312;This badly injured toucan got a 3D-printed beak and a second chance at life.;post;I hate people because they did this to him, but I also love people because they fixed what was broken. So glad he's doing well with his prosthetic beak! 😊;Hateful;Behavior
140843;First Nations communities across Canada can't drink their own tap water.;post;"Thing that makes me the most mad about this is that a lot of people are saying ""they don't have to pay taxes and they get their own land what more do they want""  they aren't getting any more than they deserve in fact they are getting far LESS than they deserve and should be entitled to. This is their land that we took and farmed and populated then took claim to because we felt we created it or we made it better we built it up and created opportunities that we openly refuse to allow the First Nations people to participate in. We think we can give them a little piece of what's rightfully theirs and then just leave them to fend for themselves in a place where people ignore and avoid them and treat them like they're worth less than us. We say we made this land the way it is but the way it is is unfair and far from inclusive. We took land from its original settlers and made it impossible for those settlers to live and thrive without experiencing great amounts of prejudice and hate on a daily basis. I hate humanity sometimes. #rantover";Hateful;Behavior
145707;“Will I die, miss? Will I die?” This child in Syria was a victim of chlorine gas attack.;post;This feels unreal, i feel So ashamed to not be able to do anything and So frustranted and angry at the people who would do this for any reason at all. I hate humanity at this point.;Hateful;Behavior
149049;Hundreds of families are evacuating a housing project where the soil is contaminated with lead and arsenic.;post;"This is how devils work. These are the things they do. They have and will continue to try to find ways to eliminate us completely. 
Steal, kill, rape and pillage. That's all they know how to do.";Hateful;Behavior
152932;“I’m black and I’m beautiful.” This young man shared a beautiful message on the New York subway.;post;I hate ignorant people who judge base on look not on how the person it is or who it's . To me, if you cool and nice person I don't  care what color is your skin or how you look or come from.in these world every is different for a reason, imagine  we all look the same ?There will  be always stupid people that will  get a reason to judge and hate others no matter what especially here in the USA some people are like that.;Hateful;Behavior
158629;Aid Worker Saves Nigerian Boy Accused Of Being A Witch;video;what kind of mother abandons a toddler???   and what kind of witchcraft can a 2 year old perform?   I hate humans.;Hateful;Behavior
166650;A massive heat wave just wiped out thousands of bats.;post;First of all for any of you idiots to be convinced that 9 billion people doing all the f*ckery we know of humans to do you are literally niave enough to be convinced that has no impact on the world and I thought we were intelligent beings smh.......so in denial that we know we destroy more than we help. Life has always had a purpose we just ruin the idea of achieving it you know why because we don't want to except that we can't do it better than god and thats why we will continue to live in broken society's for our man made purposes and face our self inflicted fate all because we don't want to see greatness for what it is unless we feel responsible for it I hate you humanity.;Hateful;Behavior
172907;Two Men Cut Giant Whale Shark Into Pieces While It's Still Alive;video;HEY!!!! ITS CRUEL TO THESE POOR ANIMALS!!! I HATE THE PPL WHO KILL THE WHALE! WHATS MORE IMPORTANT,MONEY OR A POOR WHALE'S LIFE???;Hateful;Behavior
202717;"""Cops, rapists, murderers.” 

Paris is burning after a black man was allegedly raped by a policeman.";post;"They had overwhelmingly damming evidence, and its still alleged? Oh right, the investigating body that was supposed to investigate the cop and police force that perpetrated the act ruled it to be an ""accident"". Silly me, I forget myself sometimes. I hate this world we live in.";Hateful;Behavior
237601;There are only 30 doctors left in Aleppo.;post;"I hate the world we are living in today... what is humanity anymore? When we are killing off our own race.. whats the need of all the bombing and torture and horrific crimes happening all over this world.. Humanity needs to be questioned big time... why the hell is our prime ministers not getting off their own arses to help.? sadly money equals power and status these days and this is the result.. Why ruin the lives of innocent babies and children? What kinda life will they have and what kinda person will they be when they have been brought up in war and killing? 
I just hope this stops... humans are the most dangerous existence on this earth not animals";Hateful;Behavior
262959;Beyonc\u00e9 Accused Of Cultural Appropriation In Coldplay's New Music Video;video;oh men, I hate humanity so much!!;Hateful;Behavior
69975;Dogs were set loose on #NoDAPL protesters trying to block the Dakota Access Pipeline.;post;Where are there rights we were push out of a clean land and now they want to destroy another these morons just wants money no care for  others homes, life  etc. I hate greed we don't need pipeline solar power;Hateful;Behavior
107395;Construction on part of the Dakota Access oil pipeline has paused after hundreds of people gathered to protest near Standing Rock Reservation.;post;You got that right always taking what is not there's ,the nations have owned this land since the beginning of time,greedy assholes always taking people's land kiss my ass you dumb asses, is that what you greedy people teach your kids that's why this worlds all fucked up.im out yeaaaaaa booooooooooooy;Hateful;Behavior
147948;The life of a child during war: You're dead, injured or in mourning.;post;I hate every freaking greedy, selfish, heartless, monstrous adult that cause these innocent children pain and suffering.. May it come back to them in their lifetime, and may they rot in the bottom pit of hell! There will be accountability one way or the other!!;Hateful;Behavior
249500;The smell of death won't leave Aleppo: A young man mourns his dead mother as airstrikes pound the city.;post;Those who are doing this have far worse things waiting for them. Hell alone wont be enough to satisfy the anger, hatred, grief, fear of these people who are being killed like bugs. Is there any one who can stop this massacre killings of innocent lives. I hate this world😠😠😠😠😠;Hateful;Behavior
249767;Teen boys are kidnapped and forced into institutionalized sex slavery in some areas of Afghanistan.;post;This is what Prophet Lut was fighting against. Lanaat to anyone who does this, despicable. I hate the world we live in this should never happen to anyone let alone a child.;Hateful;Behavior
292625;;post;I hate this world. I hate it. Every corner of the world some one is suffering. War, rape, hunger, poverty, sickness, or severe oppression. So much despair ya Allah. We are living in end of times. Madness everywhere. No sense of decency or trust.;Hateful;Behavior
300908;Refugee Crisis: What's The World's Responsibility?;video;this is Hitler and the Nazis all over again and yet we act like it's just some neucence. damn I hate humanity;Hateful;Behavior
331558;Witnesses say a gunman yelled “Get out of my country” before killing an Indian man and injuring two others.;post;I hate people. It's too early to call it a hate crime!!!!!! If the shoe was on the other foot everyone would have been a terrorist! this would have been a crime against all of America but let an Indian guy get shot by a white nationalist ... I bet there going to say he's just mental...;Hateful;Behavior
336558;Six Israelis Share Their Fears About Hamas Rockets;video;"Bitch this is not your home country .
This is Palestinian country.
I hate this world most the people are liars.";Hateful;Behavior
336632;North Korea Plans To Increase Foreign Investment With These Videos;video;This is why i hate humas FUCK!!!!;Hateful;Behavior
3483;Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.;post;Tons of baby's are aborted every day and nobody says anything about it. This president is cleaning up his state and everyone is going crazy? What a fucked up society we live in? I fucking hate it!!!;Hateful;Behavior
77674;This man lost his 9-month-old twins. And his brother. And his nephew. And his niece. And most of his family. All in the same chemical attack. Listen to him.;post;"Ah I'm sick of the human race, the bastards who sit in their seats of power and decide to send this hell to innocent people, and I'm sick of the bastards who sit at their keyboards and bloody ""wonder"" why these people are not fighting back, wonder why some survive and some dont, wonder why they are being punished and WE  are not. Kindness has left this world";Hateful;Behavior
121677;These boys in blue will now be able to rock their turbans. 👏;post;I am sure the ridiculous Mayor of NYC had something to do with this.   Rules are made, why do only some have to abide by them.  I am so sick of this PC world.  When I was a uniformed Police Officer your hair could not be over you collar, no beard and your mustache could not go past the corners of your mouth.;Hateful;Behavior
238165;Many designers didn't want to make a dress for actress Leslie Jones, until Christian Siriano stepped up to help.;post;I'm so sick of society and the image that they are creating for women , it's sad to see so much body shaming these days . Young beautiful girls engaging in dangerous trends to feel beautiful, when they are already beautiful. It's about being healthy not bone skinny . No one should be discriminated against because of their body, looks, hair, it's the heart that makes the character !!;Hateful;Behavior
220888;Tourists On Greek Island Disgusted By Refugees;video;Quotes mean nothing, idiots quote idiots.;Hateful;Behavior
132617;What It's Like To Live With Anxiety;video;Everyone has anxiety, I hate self adsorbed anxious and depressed people. It's what I like to call a Narcissistic Introvert. Lifes not all about you.;Hateful;Behavior
