ID;title;type;message;Class;Category
277972;"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.";post;Because Trump and Bill Clinton were both implicated in the Jeffrey Epstein pedophile scandal...they both raped children. They don't mention Trump because they don't want to mention that along with all his rapes of adult women, Bill Clinton also rapes children.;Hateful;Accusations
277983;"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.";post;Thanks Lauren Bradley Flanagan.  I reiterate my position: you can't and shouldn't believe everything the media puts out.  Especially 1 month to election. Hillary is a liar, thief, purgorer, embessilor, and murderer.  She is just putting a show on you for, and you are all falling for it.;Hateful;Accusations
277999;"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.";post;"Maybe Hillary could defend him, she usually gets rapists off the hook and laughs about the victims!
Unless of course Bill is the rapist, then she takes the victims to the cleaners!!";Hateful;Accusations
346552;4 Ways Trump Will 'Make America Great Again';video;"It's not so strange that aljazeera al nusra's mouthpiece hate trump
Coming from a country Qatar that has created isis and supports Islamic terrorism.";Hateful;Accusations
3964;President Obama's got a message for black voters. And it may be one of his most passionate speeches.;post;We have a prime minister John key from New Zealand over in America now helping Obama push the TPPA  TPP down the Americans throat..we in New Zealand don't want this garbage it's not about free trade..it's about taking away our sovereignty our rites our Democracy..key is not a man to be trusted..he's a liar..if the TPPA..was so good why don't they have a national debate about it so we can all have say..well that's not going to happen..because then all the people in this world would see what the TPPA is really about an it's not good....down with corrupt positions..these people are all about themselves..money greed power..an the you don't matter..an ll the best America...this world depends on yous to make the right choice..Kia ora New Zealand.;Hateful;Accusations
10316;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;So America has the choice of keeping the money and fixing whatever is wrong with the country(Something is wrong.)or give it to Israel where they only use the money for war and the murdering of innocent children and civilians....;Hateful;Accusations
10356;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;I m sorry to say that Americans are paying there taxes to feed Israel and they are killing the Innocent's in Palestine.. This is we called America greater America... Dumb America you people don't even have a right to ask why are you paying $ 38b USD to them..the reason behind all this bullshit is that Americans are also supporting Israel to kill innocent Palestinians....;Hateful;Accusations
10390;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;"38 billion $ will be spend on killing innocent muslim of palestine...and many other....
Its so shameful....
They spend money in Afghanistan to develop it and send money to Pakistan to finish terrorisim
And here he is killing palestine people by Israel....
So unbelievable.....";Hateful;Accusations
10394;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;You can't care for the veteran you have sent to a needless war or supply clean drinking water to Flint,MI. But you can supply money to Israel to continue it genocide?;Hateful;Accusations
10400;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;The Irony where Israel doesn't give two shits about us or UN resolution and keeps building illegal settlements and then we reward them with $40 billion dollars. Rewarding bad behaviour makes us their accomplice. Keep sleeping America. This is American money stolen from American tax payers that shoud be spent on our veterans, senior citizens and youth. Specially the youth since most of them are screaming world star at every video they shoot.;Hateful;Accusations
10437;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;America is indirectly killer of Palestinians, innocent kids and destroying buildings which is illegal. cause they are the main founder of Israel by supporting and spending billion of US Dollars every year. Why they are not paying this money for their own nations? Showing humanity to others and killing innocence in Palestine? When they will open their eyes? sigh.......:(;Hateful;Accusations
16352;Dallas is in shock after snipers killed at least 4 police officers.;post;The civil unrest is coming soon, Gov is shooting whatever they wana shoot , the do false flags in order to manipulate Americans and take their guns, they want full control in case of economic collapse check FEMA camps and Walmart relations with the government;Hateful;Accusations
21843;This black woman painted her face white in reaction to Trump's election. Then Twitter suspended her account.;post;AJ+ can you please include her name and Twitter handle? When you leave them out, it just looks like you're stealing her content for clicks and credit.;Hateful;Accusations
42211;Texas Voters Tell Us What They Think Of Donald Trump;video;She will vote for Hillary, because she is comfortable living in a plantation nation. Hillary has been stealing so long and so well, these people have no clue. Please move to Canada, please.;Hateful;Accusations
42762;Uber Banned In Delhi After Reported Rape;video;Uber is just another greedy corporation. All they care about is their profits. Screw the passengers and their safety.;Hateful;Accusations
43084;Oregon Mass Shooting: Oregonians Remember Victims And Celebrate Hero Chris Mintz;video;Think of the millions in stolen money that the government uses to put on these false flag terror operations. Mourn for the United States of America - it is run by lying, greedy, controlling evil people.;Hateful;Accusations
43453;The Native American Tribe Stuck In A Border War;video;2:38 yep those Israeli are good at stealing ppl lands  and dividing nations.;Hateful;Accusations
46069;This 12-year-old Syrian child can't stand the war anymore. Here's his message to you.;post;In name of God allways...  Siria was much better before the war, same like Libia and irak.The United States, Europe, Israel, Iran, the Arab Emirates, Saudi Arabia, Turkey, Russia, Jordan ... all countries have dedicated themselves to encouraging to send arms there that in most cases have gone to religious fanatics. Syria is not a civil war. The whole country is a victim of the greed of the United States and its allied countries;Hateful;Accusations
65383;Meet the man who caught the internet's attention after stopping a street fight.;post;Do you think Trump can relate to this? No not in a million years. The only thing he can relate to is his own ego and the money he is going to steal from the Taxpayers.;Hateful;Accusations
65830;A police standoff left a black woman dead and her son wounded. Parts of it were captured on social media.;post;For all u dickhead stop talking about the gun I didn't see a gun and she had a lawsuit against the police they were probably there to kill her so she doesn't win the lawsuit stop believing w.e tv tells u;Hateful;Accusations
65839;A police standoff left a black woman dead and her son wounded. Parts of it were captured on social media.;post;The Police are Lying! If she had a shot gun there is no way sh could discharge 5 rounds so fast! She did not have a fire arm! It was reckless of the police who could have disabled her if that were the case by Tazing her. They meant to kill her and her son! KKK!;Hateful;Accusations
76193;Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.;post;Mark Zuckerberg convinced Hawaiians to sell their land when some of  the refused to do so. He steals it by fencing the the land he bought knowing that with in that land there's someone land and the Hawaiians can't go there because it's considered trespassing how  the hell are they supposed to go to their land?  On top that he  convinced  Hawaiians to sell their land  so cheap I mean $ 400 seriously ?;Hateful;Accusations
76212;Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.;post;Mark Zuckerberg was wrong he should consulted with the people first. I am sure his lawyer informed him of the conditions of the land and how it is handed down from generation to generation. But because he has a lot of money does not give him the right to STEAL......or does it...in any case he is still wrong!!;Hateful;Accusations
76366;Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.;post;Wow mark zuckerburg, way to be a douche!! Why don't you take a stand and fight for these people instead of stealing their land for your own selfish use!;Hateful;Accusations
78766;This man literally struck gold when he stole a bucket full of gold flakes in broad daylight. Now the NYPD is after him and the $1.6M worth of gold.;post;"The US been stealing gold for ages all over the world
What the hell the are complaining about
N who the hell left all that gold unattended";Hateful;Accusations
79521;"“36 million hearts are breaking with yours.” 

Justin Trudeau had a strong message for Muslims after the mosque attack. - With Ahmed Shihab-Eldin";post;"What Canadian mining companies are doing to Mexicans (stealing their land, forcing them out, polluting our soil, polluting our groundwater tables) is also TERRORISM, and nobody talks about it! 

Stop hypocrisy!";Hateful;Accusations
109019;This restaurant is serving free meals for the needy and displaced during Ramadan.;post;"USA's Greed made millions of people homeless, jobless, starved and sometime, dead in Iraq.

The schemers of 'False Flag of WMD' are still at large...";Hateful;Accusations
121839;President Trump says he inherited “a mess” from Obama. So we looked into it.;post;I  always  told  my  children  not  to  use  the  word  hate  but  God  forgive  me  I hate  this  man  Trump  so much  for  his  lying  and  selfish  Ass  hole  that  he  is  please  get  him  out  impeach  him  now;Hateful;Accusations
124975;"While civilians were dying in east Aleppo, the UN held an emergency meeting on Syria.

This is what the U.S. Ambassador had to say:";post;"Well, since my first comment was apparently censured by AJ, here's the second try.
The US teaching morality at the face of senseless slaughter is like a bad joke out of a sitcom. People are dying of hunger right now in Yemen thanks to the US and its allies. Shame?
Trying being ashamed for what you did in Iraq and Lybia for starters, death is commonplace now thanks to your destructive greed... now that your destructive greed has been stopped by Russia you start to whine about it?
Go ahead and censor this again AJ, I have copied this now.";Hateful;Accusations
167141;;post;"White terrorism, oh no he's a drug addict  or he must be drunk or depressed. Job well done by media on brainwashing the whites and making them  psychic walking zombies. 
Whites have done enough mischief to humanity. India pakistan africa hiroshima & nagasaki,Blacks, Latinos Vietnamese, Iraq, Afghanistan,syria, libya, Sudan, palestine , chechniya bosnia, serbia , Muslims, atleast 20 million people are being killed after ww2 by USA alone. Freaking 14 trillion $ spent only on war in foreign soil in the last 3 decades by USA . those innocent lives are all someones father's mothers sons daughters brothers sisters grand parents uncles and aunts. 
Why does whites always wanna go fishing in poor man's water and steal their fish ?";Hateful;Accusations
171439;Does Obama Need A New Strategy To Fight ISIS?;video;usa creted al queda and ISIS with teh intention of destablilizing the Middle east, its a zionsit jewish neo nazi neo con plan of PNAC to steal land, why do you think the modern hitler netanyahu lied about IRAq IORan and Paslitine Wmds and lied about others using human sheilds when their own courts said they did.;Hateful;Accusations
202744;"""Cops, rapists, murderers.” 

Paris is burning after a black man was allegedly raped by a policeman.";post;Too bad the MAJORITY of the people in the United States are so damn RACIST (pay attention to those WHO DEFLECT rather than address the ISSUE at hand) and ARROGANT to UNITE AGAINST systematic RACISM and POLICE BRUTALITY. Oh yeah, Trump is President... Need I say MORE?!;Hateful;Accusations
202791;"""Cops, rapists, murderers.” 

Paris is burning after a black man was allegedly raped by a policeman.";post;what i never understood was why damage our own things, like when Americans threw rocks through Starbucks windows and roll cars over. We are only hurting ourselves, goverment is just sitting back laughing at us;Hateful;Accusations
208606;"""I hope you can remember us.""

This teacher in Aleppo shares a harrowing ""last call"" video as government forces take control of the city.";post;The only reason any of this started is because Assad said no to the US wanting to place a pipeline through Syria, so the US use ISIS to disrupt the country, and make Russia and Assad look like the bad ones using their properganda machine. What a heap of crap this is.;Hateful;Accusations
208620;"""I hope you can remember us.""

This teacher in Aleppo shares a harrowing ""last call"" video as government forces take control of the city.";post;"It really is confusing, the situation in Syria as a whole.
If rebels are not ISIS, who and how do they get their funding and ammunition from? 
And if this is a propaganda, where is the other story? I only see coverage of people killed and shunned.
It also intrigues me that those (vlogs) all came out all at once as if it was organized in a call to send a message, BE it a message of sympathy or a message of propaganda.

It really is hard to tell what is actually happening, but one thing is for sure, the Syrian citizens are murdered by all parties and this war should stop!";Hateful;Accusations
208638;"""I hope you can remember us.""

This teacher in Aleppo shares a harrowing ""last call"" video as government forces take control of the city.";post;I feel sorry for you all, you live and  beleived this big lie, these people are terrorists, killers and extremists, if you feel sorry for them send them visas to your country. The Syrian army are fighting them and getting Aleppo back because they are calling for Islamic state but the government rejected that for Syria is a secular country, I am Syrian and my family still in Syria. Those extremists killed hundreds of Christians, Druze and other sects in an awful ways like burning alive kids, women and men, now they are crying because their turn came to pay for the damage they did. Search for the truth before you talk.;Hateful;Accusations
219611;Native American Tribe's Answer To Oregon Militia;video;"...Let me see....The corrupt US Gov't, lies, cheats, kills, and steals the land from the Natives.....Then someone comes along and challenges that same Govt over land grabbing.....and the Piaute side with the Gov't....Now I have see everything....
Maybe the Piaute are too weak to stand like the Bundy's??";Hateful;Accusations
258822;Israel, Gaza, And The BDS Movement;video;YES!! Palestinians ARE stealing land!;Hateful;Accusations
261325;The Salton Sea Is Shrinking And Exposing Toxic Dust;video;wtf stupid californians fucked up their own environment and now they tryna steal water from mexico;Hateful;Accusations
265050;Drowned Syrian Boy Symbolizes Refugee Crisis Sweeping Europe;video;US attacks the region, steals oil, leaves the region unstable, war begins, Europe has to do the right thing and rake them, Arabs and Americans watch. This shows that Europeans are still above anyone else in Humanity.;Hateful;Accusations
272089;"""America ... belongs to white men."" 

A white nationalist turned up at a Texas university. 1,000 students and activists gave him a welcome he wasn't expecting.";post;Can't believe people still watch this garbage! And even give it the time of day. These people are planted by the Democrats to make people believe that the Republican nominee and now president is so bad. Everybody needs to stop believing what they see and I'm sure the Republicans were planting stuff against Democrats that was lines also and it's all exactly that. Bs;Hateful;Accusations
272135;"""America ... belongs to white men."" 

A white nationalist turned up at a Texas university. 1,000 students and activists gave him a welcome he wasn't expecting.";post;There in a nutshell is everything that is wrong with people. Invite a racist scum bag onto a uni campus inciting racism is moronic and wrong..and the. We wonder why you have disturbed nut jobs going into university's committing mass murder;Hateful;Accusations
272150;"""America ... belongs to white men."" 

A white nationalist turned up at a Texas university. 1,000 students and activists gave him a welcome he wasn't expecting.";post;I love how all the belittling is cool up until it happens to white people. I'm not going to lie most white people aren't bad but too many are closet racists & think it's funny but in reality YOU are what's wrong with this country & the world;Hateful;Accusations
277979;"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.";post;You acting like no body talks like that with their friends. We listen to rap music daily talking about big booty and fucking hoes. They call their women bitches and suddenly because this dude on a private conversation talking about what he does with women, you get outraged like a 40 years old Amish virgins?? Come on now. What he said is wrong but not enough to drop the race. JFK had an affair, Roosevelt was a liar and Bill Clinton lied to our face and under oath. So enough with this.;Hateful;Accusations
278014;"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.";post;"nawww nawww see trump supporters think raping a little girl is a great business plan that makes so much sense because trump is just being smart, which just shows how smartly trump is going to run the country and the WOOORRRLLLDDDDDDDD.
oh and ""killary"" is still worse than trump because she's a murderer and every trump supporter has been there, in person, when killary killed people.";Hateful;Accusations
296868;Are Immigrants Stealing American Jobs?;video;yes they are stealing all of our American job send they ass straight back home we don't need them here;Hateful;Accusations
303847;Did Donald Trump Just Say He Wants To Get Rid Of Muslims?;video;In pretty sure it's Donald trump who's training people to be Isis instead of stopping them I'm a Muslim and there a lot of Muslims who think they are Muslims but are just horrible people who God will put them in hell if you kill someone in Islam you go to hell and the victim goes to heaven bc they don't deserve it. Isis are just idiots who get the point of Islam wrongly and start stereotypes New Zealand, Australia, Iraq, and Syria are teaming up to fight Isis atm. I hope it works we need to get rid of those fake Muslim terrorists and restore islams peace.;Hateful;Accusations
10317;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;"It's money laundering, plane and simple. US taxpayers money goes through Israel and then goes directly into the bank accounts of the military arms manufacturers. US taxpayers are paying for Israel to kill lots and lots of people, instead of educating our own children, providing health care, or essentially doing anything positive for the American people. And we're ""making the world safe for democracy."" As if we live in one.";Hateful;Accusations
10354;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;End aid to ISRAEL NOW! No more!! This is bullshit. Conservatives think we do not need to spend money on food stamps for our own citizens, but are more than willing to provide billions for arms to another country to committ murder?! This is insanity! No more aid for genocide!;Hateful;Accusations
10439;America will give Israel $38 billion in military aid in 10 years. Could that money be used at home?;post;What can we say. 38 billion US PAID to kill more people. While the entire world fixing their sights on Isis and radicals. The government is funding Israel to kill more people. I smell an operation gonna happen in the region.  GOD be with the people there. I hope I'm wrong. But if I'm right. The red color will appear soon.;Hateful;Accusations
193565;"""This Trumpian dream is only the beginning.""

Inside a white nationalist meeting.";post;AJ+ is AL JAZEERA. Al Jazeera is owned by the monarchy of Qatar. The Middle East country of Qatar is an Islamic nation that supports Sharia law and allows ownership of slaves. Qatar, admittedly, supports ISIS.;Hateful;Accusations
207201;She doesn't honor President Trump. She doesn't respect President Trump. She doesn't want to be involved with President Trump.;post;I HATE THIS WOMAN...She is a worthless POS who destroyed this country with her forced placed flood insurance, the Biggert Waters reformed act. Her husband owns a bank that got bailout money all the while she was in office and her son defended and walked his bank through the process while working for mommy dearest..and they felt there wasn't a conflict of interest..;Hateful;Accusations
