ID;title;type;message;Class;Category
2573;Refugees Are Refusing To Register In Denmark;video;Really?, those guys want to risk going to Sweden when they are fully safe in Denmark. Some refugees have fixed destinations. Mainly because for the sake   of living near to people like them. If it's a Pakistani, automatically they would go to the UK. Arab, and they will go to Sweden or some other country where there are some Arabs over there.;Neutral;Neutral
1333;Protesters Demand the Confederate Flag Be Taken Down;video;I not going to take the flag down;Neutral;Neutral
1335;Protesters Demand the Confederate Flag Be Taken Down;video;We are not in the civil war this is America. We are one people under God. Lets move forward this is not 200 years ago. Take the flag down on all federal state buildings. The time has come. We have have space exploration new discovers to achieve not to bring us all backward looking at symbols of the past.;Neutral;Neutral
1561;Protesters Demand the Confederate Flag Be Taken Down;video;for all the ones who want the confederate flag down let me ask you how many of you are democrats?;Neutral;Neutral
1618;Here's what happens when a deaf puppy meets his soulmate.;post;I have a deaf bitch too! She's our first one(We have three) and we are in love with her. Wish I could attach a picture here! She may be deaf, but she's quite intelligent. An Indian Spitz😁;Neutral;Neutral
1675;Pakistani Social Media Celebrity Killed By Her Brother;video;this has nothing to do with Islam is more of a tribal and needs to be sorted out;Neutral;Neutral
1678;Pakistani Social Media Celebrity Killed By Her Brother;video;I believe it has nothing to do with Islam. How many killed Muhammad Ali? This has to do with illiterate villagers and a narrow minded culture.;Neutral;Neutral
1679;Pakistani Social Media Celebrity Killed By Her Brother;video;Not once did this video mention that honour killing was part of Islam, so why on earth are people saying that it is? watch the video properly for godsake, and stop jumping to conclusions.;Neutral;Neutral
2879;Chicago School Teacher Bullied And Tormented By Students;video;The problem here is that teachers have no power to even discipline their own students.  No matter what a student does, the teacher cannot defend him/herself because even raising a hand would mean loss of a job.  Combined with low pay, long hours, extreme stress, I'm shocked that there are still people out there who want to be teachers.;Neutral;Neutral
2883;Chicago School Teacher Bullied And Tormented By Students;video;The teacher deserves some huge kudos for not running away and hiding from that student...she just sat there, I don't think I would have done that. This boy has a very bright future in corrections.....;Neutral;Neutral
3847;President Obama's got a message for black voters. And it may be one of his most passionate speeches.;post;I see lies on the ballot. Bill Clinton decimated youth programs that impacted African Americans. Remember all the welfare stuff about Black women- lies again. Decimated TANF and Food Stamps, it didn't effect White women, it effected Black women. Hillary was married and still is married to Bill Clinton. I don't see real progress. I saw Philando Castile civil rights violated and the police officer that killed him is still employed with local government. I've seen Keith Lamont Scott killed for nothing too. I saw Eric Garner killed for nothing. I see a lot of Blacks Due Process right violated and the President Obama did nothing to admonish local governments. Our American government is parasitic. I don't see change as President Obama puts it. I mean maybe for him and his family and cohorts. I'm out here struggling to make a dime and keep a penny in my pocket. I'm a Black woman that gets over looked for federal jobs. I've applied for many. I mean what I see is a stark did fence to what President Obama is saying. Not to mention I seen where Whites hated on him and spent 8 years watching Jim Crow media decharacterizing E President Obama and his family. I see African Americans in peril.;Neutral;Neutral
4234;These are the police officers lost in the Dallas shooting.;post;It is a shame that black lives matter only when they are taken by white officers, thousands of black lives are taken by other blacks in Chicago and no one does anything to stop it.;Neutral;Neutral
3861;Here's 5 things you might not know about the #DakotaAccessPipeline.;post;Based on my over 25 years as a tribal and local government biologist who has obtained dozens of Section 404 permits and completed numerous Section 106 consultations on behalf of my employers for projects that affected up to one half of a river mile on large rivers in King County, WA and cost up to several $ million dollars, I am qualified to say that Clean Water Act Section 404 and National Historic Preservation Act Section 106 *Permitting* for the DAPL violated multiple federal permit requirements. In addition, use of eminent domain is reserved for public infrastructure projects, not for condemnation of private land or easements owned by unwilling sellers.  Therefore, ALL of the so-called permits for this project, even state and local permits contingent on receipt of federal permits, are null and void.;Neutral;Neutral
3883;Here's 5 things you might not know about the #DakotaAccessPipeline.;post;As usual, greedy oil corporations walking roughshod over the sacred lands of original Americans. STOP STOP STOP!;Neutral;Neutral
4787;Meet Mahmoud Abdul-Rauf – the NBA star who protested the national anthem 20 years ago.;post;Mahmoud is a true hero. They always have tried to silence Black justice. Go back watch it again with your eyes closed and tell me he doesn't kind of sound like Denzel Washington;Neutral;Neutral
6611;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;I was in Dalgate at the height of the Shopian case anger in 2009. You can feel the tension with the Indian forces and Kashmiri people who are really just peaceful people. I think the Kashmiri are just gentle peaceful semi-secularist Muslims that have the hard thumb of Indian rule pressing down on them.;Neutral;Neutral
6612;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;The Indian government should be ashamed of themselves to killing innocent people in Kashmir!!!!!!;Neutral;Neutral
6613;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;This inhumane brutality against Kashmiris must stop!;Neutral;Neutral
6615;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;Why cant India just free Kashmir? Let them live as an independent nation if thats what Kashmir wants. No point in you guys forcing them to live under your arms.;Neutral;Neutral
6618;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;The only solution to the Kashmir issue is to ask the Kashmiri people what they want.....a referendum specifically asking the question whether they want to be with India or Pakistan or be Independent. Why is India reluctant since the beginning to conduct this....even after UN resolutions asking for it....and the fact that Kashmir was supposed to be with Pakistan always since the beginning according to the rules set by British. That shows what we all know already....Kashmiri people do not want to be with India and India knows it.;Neutral;Neutral
6637;"What would Mark Zuckerberg and Shah Rukh Khan look like if they were shot in the face by pellet guns in Kashmir?

Correction: Pellet guns are being used in Kashmir by the Central Reserve Police Force, and not the Indian army. A spokesperson for the Indian army has said they back the use of pellet guns as the “least lethal” option.";post;Good work AJ+. Kashmir's voice will be heard n heard again.Annnd a time will come they'll get what they demand.IA;Neutral;Neutral
6828;If you think you can't help fight climate change, think again.;post;"I hate to bring up the Bible. No really, I do. But there's a part in the end where it speaks of peace.
And I want to let you know that they weren't talking about everyone just deciding to be friends.
Something is going to happen that will force us to pull together to deal with. Something global.
You probably think I'm talking climate change...... but I'm not.
#soon";Neutral;Neutral
7097;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;I just realized how hypocritical the minister of France is. He pretends to fight for the rights of women by fighting against the veil. Yet like Mathilde said, if you want to fight for women's rights, then solve the gender inequality in the country first.;Neutral;Neutral
7108;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;It's telling that ALL of the negative comments are by men who (by their reactions) didn't watch the entire video with the Minister's speech or the logically worded response from a woman.;Neutral;Neutral
7109;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;Lisa Tav Katrina If France really cares about equality and freedom of women then it shouldn't matter if they are wearing a veil or if they have their boobs out.;Neutral;Neutral
7170;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;i went to france for a month every year and the highlight of the holiday was to see the french ladies topless on the beach(well i was 10 years old);Neutral;Neutral
7176;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;Thank you for some French balanced view. I was starting to think the French opinion on the burkini was a bit over the top...;Neutral;Neutral
7194;Watch this journalist pull her boob out in protest at the French prime minister's remarks.;post;Ok now all the naked boobs go to Africa to feed the hunger and let us live in peace ✌✌✌;Neutral;Neutral
8093;"“Black boys are bad. Muslims are terrorists. White people are racists.”

Stop what you're doing and watch these fourth graders tell you the lies they've heard about themselves.";post;If children are saying these things, there is something wrong that has nothing to do with Trump. Of course, it's become more and more of a problem in the recent years, and has come with association to Trump, but this problem didn't start recently. I hate the fact that I can't really do anything immediately other than offer no judgment to generalized minorities.;Neutral;Neutral
8778;"Here's how you can help stop climate change.

(In partnership with SXSW Eco)";post;So apparently Bill Nye supports not letting poor people use carbon, and limiting its use from middle class, but rich people can still have as much as they want. Oh yeah let's all vote for that!;Neutral;Neutral
11158;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;It's with rhetoric like this one that explain why Donald Trump won. You describe most of their votes as a vote against minorities, instead of a way to express all their concerns that they feel were left behind.;Neutral;Neutral
11674;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;Its very sad ....America is supposed to be the richest country in the world. ...This should not be like this ...its awful. ..I also live paycheck to paycheck this could easily happen to me and many other people. ...May God watch over them !!!!!!!!!!;Neutral;Neutral
11675;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;This is amazing! God bless and keep all of these people safe. I pray that someday society will understand that homelessness doesn't define a person. Remember that a lot of people are one paycheck away from being in this situation.;Neutral;Neutral
11676;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;Major respect to those who look at the homeless community with compassion, empathy and an understanding that they are our brothers and sisters regardless of socioeconomics. Bless them, bless all!;Neutral;Neutral
11679;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;Wow! This is spirituality in action. I wish the world's organized religions with their trillions worth of wealth and property would learn from these people and feed the hungry of the world...not just in LA where the condition of the hungry folks stands out in stark contrast to the ostensible material wealth around. ❤️❤️;Neutral;Neutral
11680;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;"""He just needed someone to talk to""... That line broke my heart. It doesn't take a lot to give a helping hand...💕";Neutral;Neutral
11682;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;This is awesome. I love it that they're feeding them fresh food and not food that is about to be thrown out. God bless the owners of this food truck, they are making a difference to so many people.😊;Neutral;Neutral
11087;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;Ah, yes. Trump can say everything he has said. Out loud. And be president. But Van Jones should be fired. Uh huh. And what about all the people on Fox News?;Neutral;Neutral
11097;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;"You all realize Hillary is white too... And helped coin the term ""super predators"" to refer to young black people. Right...?";Neutral;Neutral
11099;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;"Of course they are.  A white racist running for president can say and do anything and it's fine, but a black man speaks up and it's time for him to go.  He's right, it's ""Whitelash,"" and that fact that people are calling for his resignation helps to prove that point.";Neutral;Neutral
11100;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;To be fair I think most white people would've voted the Obamas back in given half a chance...;Neutral;Neutral
11251;What do you picture when you think of a stained glass window? Probably not this.;post;My friend and I were lucky to be able to see his artwork when it came to Richmond. This video does no justice at how beautiful his artwork really is. His paintings are gigantic and so vivid with life, his glass stains are breathtaking and his sculptures are beyond what I can imagine. If you have a chance to see his artwork in person, please do so! It's worth it all!;Neutral;Neutral
11252;What do you picture when you think of a stained glass window? Probably not this.;post;Omg such detail! Granted I don't go to churches *except to help in a food bank, but that's the most beautiful stained glass I've ever seen. Such a talented man.;Neutral;Neutral
11253;Guess how many times President Trump went golfing this year? Guess how many times Obama, Bush and Clinton did?;post;If you voted for Trump to be the 45th President of your nation. Please raise your right or left hand. Done it? , good.  Now slap your face multiple times until some sense gets into you !!!;Neutral;Neutral
11255;Guess how many times President Trump went golfing this year? Guess how many times Obama, Bush and Clinton did?;post;Wait, what?!? You want to tell me that he lied about working while in office! The only people he fooled is his supporters.;Neutral;Neutral
11666;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;I have worked in Skid Row for 12.5 years. We need services we need donations to provide these services. 2008 really knocked us down and it has been an uphill battle ever since. Kudos to this truck for helping. I would love for him to work along side service providers to get people off the streets.;Neutral;Neutral
11695;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;This is so nice and they do not make them feel bad about their self !!that's howGod intended things to be take care of one they take care of you because you never know what is going to happen!!thank you!!;Neutral;Neutral
11697;The LA food-truck scene just got even cooler: This truck feeds free burritos to homeless folks.;post;they are god to me. where is the god we are praying and asking everyday for his help?please show yourself. the world need you and your help..are you real?;Neutral;Neutral
12737;Watch this woman shatter your expectations of what a yoga teacher looks like.;post;Bravo! I hate to tell anyone, but, yoga is NOT about being thin, it's about Strength and flexibility. The meaning behind it has to with relaxing and becoming one with the earth, zen, spiritual, meditating, not your size.;Neutral;Neutral
15716;“Where is the Muslim world?” This Syrian doctor has a message for the world.;post;The Muslim world is only good for building the highest buildings, they want to only be known as rich people n nothing else matters to them smh... All these countries and non can help. Shame on all especially the Muslim countries😢;Neutral;Neutral
23161;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;Since when are syrain refugees become blacks the are from the midle east not africa not that i hate black people or any thing but many of those refugees are not syrain;Neutral;Neutral
23202;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;Your videos recordings are too fast. Difficult to read, watch and understand thats why hate to watch. Would u plz keep ur videos understandable?;Neutral;Neutral
23204;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;What national anthem will they play if they win gold? The anthem of the country that they fled?;Neutral;Neutral
23218;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;It is sad that after surviving the see she might die of a bacterial infections in Rio's infected water;Neutral;Neutral
23219;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;Syrians are great, they just need a real chance to prove them selves,..;Neutral;Neutral
23220;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;Well done,u r fit to win a medal in the Rio Olympic,r best wishes.;Neutral;Neutral
23232;Syrian refugee Yusra Mardini swam for her life in the Aegean Sea. Now, she's swimming toward an Olympic medal.;post;Love this. Love.;Neutral;Neutral
23256;President-elect Trump is in Washington today for meetings with various leaders including President Obama.  We're keeping this feed open for updates direct from Washington.;post;I'm happy I live in England feel sorry for the Americans his definitely not your President and here in the UK we protesting too cause we don't agree he should be either;Neutral;Neutral
23257;President-elect Trump is in Washington today for meetings with various leaders including President Obama.  We're keeping this feed open for updates direct from Washington.;post;I'm still confused as to how he is the presidential elect when the electoral college doesn't vote until December 19th... hmmm;Neutral;Neutral
23259;President-elect Trump is in Washington today for meetings with various leaders including President Obama.  We're keeping this feed open for updates direct from Washington.;post;"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing";Neutral;Neutral
23265;President-elect Trump is in Washington today for meetings with various leaders including President Obama.  We're keeping this feed open for updates direct from Washington.;post;Let's all work together now he won simple! Donald we are all waiting to see how you are gonna make America great again. Good luck from the Democrat NJ in the house;Neutral;Neutral
23266;President-elect Trump is in Washington today for meetings with various leaders including President Obama.  We're keeping this feed open for updates direct from Washington.;post;President Obama is a man with a lot of respect for himself and owe nothing to nobody, he did what he could with those unwilling Republicans.;Neutral;Neutral
33328;The Philippines president has a message for the U.S. “Don’t f*ck with me.”;post;These are old clips. Most oligarchs and rich people from the Northern Philippines dont like people in the south. People in the northern Philippines still treat people in southern Philippines as slaves. Please have an open mind. US and Philippines are BFF.;Neutral;Neutral
36835;At the Robin Hood cafe, they charge the rich to feed the poor.;post;God always Blessing #RobinHoodCafe .. Thanks for helping each other . 👍👍;Neutral;Neutral
36837;At the Robin Hood cafe, they charge the rich to feed the poor.;post;This is what Islam teaches us,that's why we have zakat (charity) system so poor can be fed by the riches.  Subhan Allah.  And thank you #RobinHoodCafe;Neutral;Neutral
36838;At the Robin Hood cafe, they charge the rich to feed the poor.;post;Commendable, if we all at least feed one hungry person, no body will suffer hunger.;Neutral;Neutral
36839;At the Robin Hood cafe, they charge the rich to feed the poor.;post;Have you heard of Lentil as anything in Melbourne? If you can't pay you still get served. And you might give a hand instead;Neutral;Neutral
36841;At the Robin Hood cafe, they charge the rich to feed the poor.;post;We walked by this restaurant last year while in Madrid.  This man is amazing and the people waiting outside to go in for a hot meal called him an angel on earth.  That he never asks for anything in return, amazing!;Neutral;Neutral
36842;At the Robin Hood cafe, they charge the rich to feed the poor.;post;Hong Rui Lee my dream. To set up a business to be able to feed the poor. No one should feel hungry anymore. (Unless fasting on their own will lah. Lol);Neutral;Neutral
36843;At the Robin Hood cafe, they charge the rich to feed the poor.;post;"Andrei Andu Soaad Q. Hossain Robin Hood actually stole taxes from the government and gave it back to the poor, but socialists like to twist the story and say it's ""rich people""";Neutral;Neutral
36844;At the Robin Hood cafe, they charge the rich to feed the poor.;post;Very inspirational we need more people like this owner.  True islam teaches to look after and protect the poor and vulnerable.;Neutral;Neutral
36845;At the Robin Hood cafe, they charge the rich to feed the poor.;post;What a beautiful and genius idea! This allows the rich to humble themselves and the ones in need to be treated with the dignity and respect they rightfully deserve ❤;Neutral;Neutral
39168;How Billionaires Will Survive The Apocalypse;video;oh this is good, its not often you see quality like this on yt, even though you don't seem to like musk, I enjoyed your video, keep it up ^^;Neutral;Neutral
39169;How Billionaires Will Survive The Apocalypse;video;This was awesomely fun to watch.  Thank you for your efforts.;Neutral;Neutral
39175;How Billionaires Will Survive The Apocalypse;video;Gotta love it!  Great stuff!;Neutral;Neutral
39176;How Billionaires Will Survive The Apocalypse;video;AJ+ thumps up;Neutral;Neutral
46165;This Is What A DACA Student Looks Like;video;Y'all should educate yourselves on the legalization process before spewing all this hate. There are people who applied for documentation in the 90's who are still awaiting processing. And there are wealthy people who can gain citizenship almost immediately by buying property in the US...;Neutral;Neutral
46174;This Is What A DACA Student Looks Like;video;Everybody wants to run to the US for better life and boast about their rights. Nobody wants to stay in their countries to make a difference and contribute for a better change.;Neutral;Neutral
46175;This Is What A DACA Student Looks Like;video;We were brought onto this country. Not voluntarily . but for a better future for us not our parents. This country is the land of opportunity. together we can make a difference. I don't see why we don't  we can permanent residency.;Neutral;Neutral
46208;This Is What A DACA Student Looks Like;video;stop the hate and enjoy life Arriba las Chivas ,Dallas Cowboys and the LA Dodgers God bless.;Neutral;Neutral
49494;What's A Rigged Economy?;video;"I applaud your efforts to inform the public, but this is very old news. Have you just come to the conclusion that the system is rigged and if so, why does this channel endorse Hillary whom is funded enormously with loads of campaign cash & millions for speeches she made for the likes of the financial institutions you listed on your video of being guilty for rigging the system? To further prove my point, the Wikileaks documents revealed in one of her speech transcripts to the Banking cartels that she has a ""public opinion"" and she has a ""private opinion"". In layman's terms she intentionally lies to the public to win elections and once in office she is indebted to the Wall Street bankers to further their own agenda to further enrich themselves even more which is totally contrary to the best interest of all citizens in this country. So the million dollar question is your news agency part of the problem since you recently endorse a career politician such as Hillary that has been a part of the political elite establishment for over thirty years?";Neutral;Neutral
49597;Trump's 3-Day Plan To Get Mexico To Pay For The Wall;video;I'd believe him but USA just gave Mexico 75 million dollars to build Guatemala/Mexico wall instead.;Neutral;Neutral
50829;Hollywood Boys' Club Called Out For Sexism;video;"i doubt these multi million dollar actresses are complaining about pay -_- 
i mean give me Sandra Bellock's pay any day of the week :D";Neutral;Neutral
61234;Here are 5 times President Trump attacked President Obama for doing things he's now guilty of himself.;post;Lier and you spend more money of the American people's money on flying to Florida every weekend playing golf eating out security in Florida and in New York! You have spent over 11.5. Million dollars in a month and Obama didn't spend that much in four years!;Neutral;Neutral
63009;Here's five things to know about legendary humanitarian Abdul Sattar Edhi.;post;Madiha Saher Tariq, in your post honouring humanitarian Abdul sattar Edhi r.a, you opened eyes no doubt to someone we didn't know. This came up on my feed and I thought you might like it.;Neutral;Neutral
63010;Here's five things to know about legendary humanitarian Abdul Sattar Edhi.;post;There is no other human being like Abdul Sattar Edhi. His services to humanity are bigger than life and I do not know anyone else who can be compared to him. Nobel Prize does not match the caliber of his services especially now when he is no more. It would have been a really small token of appreciation to his life and work if Nobel Prize committee would have been able to honor it while he was still alive.;Neutral;Neutral
63011;Here's five things to know about legendary humanitarian Abdul Sattar Edhi.;post;There are small cribs outside each and every centre, where parents who don't want their kids on account of illness, disabilities, or gender can leave them. And the staff are instructed to not ask a single question and just accept the baby. And the whole method is to curb infanticide. The child accepted is then treated as best as they can be treated and given education and jobs in whichever field they choose.;Neutral;Neutral
